time_s	ecg_mV
0.3	0.0106230346177974
0.304	0.00045271644445871173
0.308	-0.008553116994828192
0.312	-0.01645893503885565
0.316	-0.023330382857678966
0.32	-0.029234281452617195
0.324	-0.034238627656252185
0.328	-0.03841259413242948
0.332	-0.04182652937625747
0.336	-0.044551957714108414
0.34	-0.04666157930361731
0.344	-0.048229270133682556
0.348	-0.04933008202446609
0.352	-0.05004024262739298
0.356	-0.050437155425151425
0.36	-0.05059939973169303
0.364	-0.05058690453275755
0.368	-0.05034095445852571
0.372	-0.049907483524269824
0.376	-0.0493461855742679
0.38	-0.0487034483698045
0.384	-0.04801235358917105
0.388	-0.047292676827665414
0.392	-0.046550887597592294
0.396	-0.045780149328262854
0.4	-0.044960319365995094
0.404	-0.04405794897411347
0.408	-0.04302628333294922
0.412	-0.0418052615398401
0.416	-0.04032151660913069
0.42	-0.03848837547217204
0.424	-0.03620585897732187
0.428	-0.03336068188994473
0.432	-0.02982625289241153
0.436	-0.025462674584099954
0.44	-0.020203898838191736
0.444	-0.013869409472324512
0.448	-0.006064807268482908
0.452	0.003508759028327202
0.456	0.015050311930148164
0.46	0.028659045206071376
0.464	0.04433432388223707
0.468	0.06197568424183414
0.472	0.08138283382510031
0.476	0.10225565142932191
0.48	0.12419418710883423
0.484	0.14669866217502192
0.488	0.16916946919631726
0.492	0.19101220510262817
0.496	0.21150539727425954
0.5	0.22965741469617074
0.504	0.2446502121101627
0.508	0.25585078812702466
0.512	0.262811185226535
0.516	0.2652684897574602
0.52	0.2631448319375551
0.524	0.2565473858535636
0.528	0.24576836946121794
0.532	0.23128504458523935
0.536	0.21375971691933682
0.54	0.19391110553645996
0.544	0.17243684858593056
0.548	0.15024375036540127
0.552	0.1281161869552624
0.556	0.1067053731076455
0.56	0.08652936224642366
0.564	0.06797304646721103
0.568	0.051288156537363516
0.572	0.03659326189597817
0.576	0.02387377065389351
0.58	0.012981929593689767
0.584	0.0038025965516159665
0.588	-0.004890022213606182
0.592	-0.015022229201653359
0.596	-0.028352843032830255
0.6	-0.04647199497879817
0.604	-0.07080112896257529
0.608	-0.10265199377393558
0.612	-0.13954430123769723
0.616	-0.17137028695128953
0.62	-0.18725294638517295
0.624	-0.17629248868670003
0.628	-0.12756633668011552
0.632	-0.030129126866556166
0.636	0.12590839023524558
0.64	0.3334884130537572
0.644	0.5709943958676204
0.648	0.8090308286928592
0.652	1.0104433521436706
0.656	1.1303187574324216
0.66	1.123928014220712
0.664	1.000128740003818
0.668	0.7940870503129694
0.672	0.5418317439969806
0.676	0.28012665866724495
0.68	0.04647067069773936
0.684	-0.1299534147650388
0.688	-0.24627702557055484
0.692	-0.30529975935990594
0.696	-0.31426302860014516
0.7	-0.28488026726072124
0.704	-0.23333693081347942
0.708	-0.17731761415034003
0.712	-0.12602394800639033
0.716	-0.08436861628492776
0.72	-0.05442745202440519
0.724	-0.035436748256587214
0.728	-0.023793258006550244
0.732	-0.01509970622511786
0.736	-0.008084877754650555
0.74	-0.0016731891211678174
0.744	0.004946632895324321
0.748	0.01231990391768445
0.752	0.02072598197163522
0.756	0.030178267485763632
0.76	0.040588459545291944
0.764	0.052105301694338135
0.768	0.06479454662764239
0.772	0.07869358297915924
0.776	0.0938137076988349
0.78	0.11014012605260759
0.784	0.12763195162240737
0.788	0.1462222063061559
0.792	0.16581782031776693
0.796	0.18629963218714585
0.8	0.2075238460588157
0.804	0.22941379167687315
0.808	0.25173545219348503
0.812	0.2741636866946613
0.816	0.2963857760722224
0.82	0.3181014230237982
0.824	0.3390227520528295
0.828	0.35887430946856647
0.832	0.3773930633860696
0.836	0.39432840372620914
0.84	0.40944214221566666
0.844	0.42250851238693254
0.848	0.4333141695783074
0.852	0.4416581909339026
0.856	0.4473520754036382
0.86	0.4501934055904694
0.864	0.4497824313847216
0.868	0.44623433734358675
0.872	0.4398071983424101
0.876	0.43075606120096
0.88	0.4193329446834275
0.884	0.405786839498427
0.888	0.3903637082989959
0.892	0.3733064856825946
0.896	0.3548550781911064
0.9	0.33524636431083754
0.904	0.3147141944725178
0.908	0.29348939105129934
0.912	0.2717997483667577
0.916	0.24987003268289143
0.92	0.22792198220812232
0.924	0.2061743070952945
0.928	0.1848426894416756
0.932	0.1641397832889564
0.936	0.14427521462325055
0.94	0.1254555813750946
0.944	0.1078844534194483
0.948	0.09175432830467345
0.952	0.07707663347217919
0.956	0.06377431765302033
0.96	0.05178541613013987
0.964	0.04104719354609193
0.968	0.03149614390304406
0.972	0.023067990562775587
0.976	0.015697686246678333
0.98	0.009319413035756563
0.984	0.0038665823706264812
0.988	-0.00072816494848299
0.992	-0.004532958761731154
0.996	-0.007616699549664263
1.0	-0.010049058433216851
1.004	-0.011900477173710844
1.008	-0.013242168172856006
1.012	-0.014146114472749605
1.016	-0.014685069755876745
1.02	-0.014932558345110203
1.024	-0.014962875203710368
1.028	-0.014825521048668466
1.032	-0.014470966132479224
1.036	-0.013948069400413488
1.04	-0.013309841279980805
1.044	-0.012597071522562231
1.048	-0.011838329203410436
1.052	-0.011049962721649487
1.056	-0.010236099800275122
1.06	-0.009388647486154644
1.064	-0.00848729215002697
1.068	-0.007499499486502359
1.072	-0.006380514514062907
1.076	-0.005073361575062052
1.08	-0.0035088443357248478
1.084	-0.0016055457861480216
1.088	0.0007301717597003599
1.092	0.003604166663980446
1.096	0.007134517964981046
1.1	0.011426727536821557
1.104	0.016519631033914073
1.108	0.02276995404527854
1.112	0.030516711265980934
1.116	0.04001335332773587
1.12	0.05142776679890709
1.124	0.06484227418450711
1.128	0.08025363392619761
1.132	0.09757304040228876
1.136	0.11662612392773963
1.14	0.1371529507541588
1.144	0.1588080230698029
1.148	0.18116027899957798
1.152	0.20373601342272407
1.156	0.22603320281333372
1.16	0.24704105196429205
1.164	0.2658265874996093
1.168	0.28161955019025575
1.172	0.29381239495415945
1.176	0.30196029085620746
1.18	0.3057811211082453
1.184	0.30515548306907614
1.188	0.30012668824446265
1.192	0.290900762287125
1.196	0.27784644499674227
1.2	0.2614460106084603
1.204	0.242209372248386
1.208	0.22109619659327184
1.212	0.1990137701388276
1.216	0.17674596556534272
1.22	0.1549532417376861
1.224	0.13417264370530624
1.228	0.1148178027022313
1.232	0.09717893614706863
1.236	0.08142284764300523
1.24	0.0675929269778075
1.244	0.055609150123821616
1.248	0.04526807923797299
1.252	0.03700201568068562
1.256	0.029217318083045285
1.26	0.018398752369371885
1.264	0.002282907771827991
1.268	-0.020117507265995427
1.272	-0.04851366508907873
1.276	-0.08134061883097354
1.28	-0.11576332901225705
1.284	-0.1484469375213236
1.288	-0.16338303762005713
1.292	-0.14322216638751623
1.296	-0.07669696750636357
1.3	0.04137780873713459
1.304	0.21010530545310768
1.308	0.4225065591480818
1.312	0.6655789595887144
1.316	0.9104058693146858
1.32	1.1001790799111024
1.324	1.1930970623689365
1.328	1.1702902966146116
1.332	1.0358212715100037
1.336	0.8162652030774956
1.34	0.5543708411469044
1.344	0.2938546592032969
1.348	0.06699111989757212
1.352	-0.10637024490802105
1.356	-0.21880483413988489
1.36	-0.27226686428210967
1.364	-0.27438959375431915
1.368	-0.2434489612583244
1.372	-0.19506362705234853
1.376	-0.14148479448098883
1.38	-0.09159620997521573
1.384	-0.05091416305237484
1.388	-0.021587486316183402
1.392	-0.0019917390979050653
1.396	0.01189848166587415
1.4	0.02182718434016151
1.404	0.029171823525221074
1.408	0.03511465912304251
1.412	0.04064275633734232
1.416	0.04654798567356244
1.42	0.05342702293887097
1.424	0.06168134924216229
1.428	0.0715172509940567
1.432	0.08294581990690064
1.436	0.09578295299476614
1.44	0.1096493525734521
1.444	0.12431877313508544
1.448	0.14015753207041903
1.452	0.15715270932381764
1.456	0.17525007647315505
1.46	0.1943676778707112
1.464	0.21439583064317214
1.468	0.2351971246916299
1.472	0.2566064226915825
1.476	0.27843086009293405
1.48	0.30044984511999473
1.484	0.3224150587714808
1.488	0.34405045482051433
1.492	0.3650959018187392
1.496	0.38537396523570044
1.5	0.40451192283563164
1.504	0.42215560388711215
1.508	0.4379936174307798
1.512	0.45175735227933167
1.516	0.46322097701752296
1.52	0.4722014400021677
1.524	0.47855846936213864
1.528	0.4821945729983673
1.532	0.48305503858384347
1.536	0.48112793356361605
1.54	0.4764441051547925
1.544	0.46907718034653856
1.548	0.4591435659000793
1.552	0.44680244834869753
1.556	0.43217574034315354
1.56	0.41540134667954665
1.564	0.3968417253482476
1.568	0.3768461813538534
1.572	0.35574391387884663
1.576	0.33384401628359517
1.58	0.31143547610635214
1.584	0.28878717506325646
1.588	0.2661478890483324
1.592	0.2437462881334892
1.596	0.22179093656852222
1.6	0.20047029278111195
1.604	0.17995270937682417
1.608	0.16038643313911016
1.612	0.14189960502930699
1.616	0.12460026018663661
1.62	0.10857632792820682
1.624	0.09391695678641915
1.628	0.08062805023653724
1.632	0.06864298569106597
1.636	0.057894801561670095
1.64	0.04831634089347525
1.644	0.03984025136506841
1.648	0.03239898528849794
1.652	0.025924799609272742
1.656	0.020349755906363454
1.66	0.015605720392201594
1.664	0.011624363912680014
1.668	0.008337161947152727
1.672	0.005675394608434636
1.676	0.0035701466428018636
1.68	0.0019523074299920284
1.684	0.0007525709832036376
1.688	-9.856405090352682e-05
1.692	-0.000670794392208629
1.696	-0.0010340121271297797
1.7	-0.0012097346593122338
1.704	-0.0011762878015798561
1.708	-0.000989700650049996
1.712	-0.0006968385357108975
1.716	-0.0003334764804374113
1.72	7.570080300783877e-05
1.724	0.0005170989109757329
1.728	0.000988213748929767
1.732	0.0014976315314462751
1.736	0.0020650287822146507
1.74	0.0027211723340371252
1.744	0.0035079193288289345
1.748	0.004478217217617986
1.752	0.005696103760545468
1.756	0.007236707026865019
1.76	0.009186245394943504
1.764	0.011642027552260736
1.768	0.01471245249540909
1.772	0.018436458084242602
1.776	0.022977408781582886
1.78	0.028698510977072544
1.784	0.03589381721549878
1.788	0.04478547928661292
1.792	0.055523748225131064
1.796	0.06818697431073367
1.8	0.08278160706806559
1.804	0.09924219526673622
1.808	0.1174313869213196
1.812	0.13713992929135366
1.816	0.15808666888134149
1.82	0.17991855147902414
1.824	0.20236579799317644
1.828	0.22467836347926595
1.832	0.24583567750606627
1.836	0.26495876030989773
1.84	0.28131022279462625
1.844	0.29429426653166324
1.848	0.3034566837599669
1.852	0.3084848573860407
1.856	0.3092077609839342
1.86	0.30559595879524304
1.864	0.2977616057291087
1.868	0.2859584473622183
1.872	0.2705345823052153
1.876	0.2519198088478578
1.88	0.23108059377817858
1.884	0.20894179460644557
1.888	0.18631044752426973
1.892	0.1638757674046042
1.896	0.1422091478017442
1.9	0.12176416095132758
1.904	0.10287655777033444
1.908	0.0857642678570869
1.912	0.07052739949124986
1.916	0.05714823963383048
1.92	0.0454912539271784
1.924	0.03530878521988701
1.928	0.027161438150851203
1.932	0.01848473303697351
1.936	0.005857082811455694
1.94	-0.012727241386509103
1.944	-0.03785811021173685
1.948	-0.0687095361130518
1.952	-0.10303967333328723
1.956	-0.13733848688543626
1.96	-0.1668065591539061
1.964	-0.17383867525170088
1.968	-0.14242977115354516
1.972	-0.06278362311669694
1.976	0.0686871523190522
1.98	0.24936109833137765
1.984	0.47040791781542113
1.988	0.716918401983
1.992	0.9552139617342236
1.996	1.1288990574643272
2.0	1.2000000000000002
2.004	1.1537289266368589
2.008	0.9984838011394485
2.012	0.7657034755426436
2.016	0.5011508488073962
2.02	0.24566134243538418
2.024	0.028859994783975496
2.028	-0.1314215297295036
2.032	-0.22914494062777127
2.036	-0.2698633917635972
2.04	-0.26288788575757666
2.044	-0.22473674737013002
2.048	-0.17218179313528756
2.052	-0.11788254335924497
2.056	-0.07038622212036416
2.06	-0.034127757269172665
2.064	-0.009429780428362677
2.068	0.006936164157615166
2.072	0.01788212617159124
2.076	0.02537877659111648
2.08	0.031059395561614855
2.084	0.03622056517967204
2.088	0.041822169493035743
2.092	0.048487394500616066
2.096	0.05650272815248475
2.1	0.06581796034987564
2.104	0.07605374025237072
2.108	0.08720252018693092
2.112	0.09951844936119753
2.116	0.11303878747019291
2.12	0.127773265563089
2.124	0.1437040860432065
2.128	0.1607859226680155
2.132	0.17894592054913583
2.136	0.1980836961523358
2.14	0.21807133729753347
2.144	0.238753403158796
2.148	0.2599891535371551
2.152	0.2816655822340012
2.156	0.3034401371947447
2.16	0.32496897744230835
2.164	0.3459275201411496
2.168	0.3660104405972603
2.172	0.38493167225816705
2.176	0.40242440671293145
2.18	0.4182410936921491
2.184	0.43215344106795095
2.188	0.4439524148540023
2.192	0.45344823920550303
2.196	0.46047039641918797
2.2	0.4648676269333263
2.204	0.4665079293277221
2.208	0.4652543986559329
2.212	0.46072808066448134
2.216	0.45308994272805825
2.22	0.4426710801430572
2.224	0.42979125946783214
2.228	0.41475891852269753
2.232	0.3978711663899288
2.236	0.37941378341376153
2.24	0.3596612212003919
2.244	0.3388766026179767
2.248	0.31731172179663336
2.252	0.2952070441284399
2.256	0.27279170626743454
2.26	0.2502835161296165
2.264	0.2278889528929452
2.268	0.20580316699734091
2.272	0.18420998014468426
2.276	0.16328188529881638
2.28	0.1431800466855392
2.284	0.12405429979261473
2.288	0.1060431513697665
2.292	0.08927377942867726
2.296	0.07386203324299151
2.3	0.059900891171883186
2.304	0.047359564546010036
2.308	0.036141690732417464
2.312	0.026153440056350785
2.316	0.017304312582190062
2.32	0.009507138113445002
2.324	0.0026780761927566177
2.328	-0.0032633838981029895
2.332	-0.0083944231382308
2.336	-0.012788892767592708
2.34	-0.016517314287023133
2.344	-0.019646879458225963
2.348	-0.022241450303773724
2.352	-0.02436155910710769
2.356	-0.02606440841253843
2.36	-0.027403871025245108
2.364	-0.0284304900112759
2.368	-0.029191478697548012
2.372	-0.029730720671847455
2.376	-0.03008876978282915
2.38	-0.030302850140016768
2.384	-0.03040685611380317
2.388	-0.03043135233545008
2.392	-0.030402205086617784
2.396	-0.03028883152643691
2.4	-0.030091703177993034
2.404	-0.029828520870115616
2.408	-0.02950009449033819
2.412	-0.02909034298489893
2.416	-0.028566294358740807
2.42	-0.027878085675510977
2.424	-0.026958963057561236
2.428	-0.025725281685948065
2.432	-0.024076505800432302
2.436	-0.021895208699479363
2.44	-0.019047072740259186
2.444	-0.015380889338646397
2.448	-0.01072855896921987
2.452	-0.004905091165263276
2.456	0.0022913954812354143
2.46	0.011079673319583427
2.464	0.02172835072297208
2.468	0.03506923288652414
2.472	0.050971000965921276
2.476	0.06889967912773726
2.48	0.08833027457977383
2.484	0.10874677757106088
2.488	0.12964216139185603
2.492	0.15051838237364534
2.496	0.1708863798891429
2.5	0.19026607635229065
2.504	0.20818637721825872
2.508	0.22418517098344537
2.512	0.2378093291854766
2.516	0.24861470640320682
2.52	0.25616614025671847
2.524	0.2600374514073216
2.528	0.25981144355755503
2.532	0.2550799034511855
2.536	0.2454819935752136
2.54	0.23158641882435727
2.544	0.21438265459142802
2.548	0.19470776155922886
2.552	0.17333770921541602
2.556	0.15098737585249988
2.56	0.1283105485678444
2.564	0.10589992326366726
2.568	0.08428710464704031
2.572	0.06394260622988884
2.576	0.045275850328991785
2.58	0.028749314655003688
2.584	0.015230177461889483
2.588	0.003784387880325979
2.592	-0.006807380864550905
2.596	-0.017669994490864427
2.6	-0.02983385765999763
2.604	-0.04423491397659279
2.608	-0.06171464598855181
2.612	-0.08302007518703591
2.616	-0.10880376200646602
2.62	-0.13962380582452216
2.624	-0.17587111447333917
2.628	-0.2100072446946833
2.632	-0.22490496846072125
2.636	-0.20663607278209362
2.64	-0.1454069237903305
2.644	-0.03555846673785151
2.648	0.12443377400203415
2.652	0.3319596949351278
2.656	0.5788483266893157
2.66	0.8240758350873084
2.664	1.0154720848933279
2.668	1.116833131240539
2.672	1.1082641149087293
2.676	0.9861691791866195
2.68	0.7696971905032194
2.684	0.5086952616825304
2.688	0.24821482233920145
2.692	0.02085303569934699
2.696	-0.15324720139945067
2.7	-0.26523667904860915
2.704	-0.31316799414194
2.708	-0.31371470035860477
2.712	-0.2839291717852367
2.716	-0.23795722116353504
2.72	-0.18703809989026604
2.724	-0.13950449801726206
2.728	-0.10078254425142147
2.732	-0.07339180595471018
2.736	-0.05621376867953082
2.74	-0.04509133680463506
2.744	-0.03766892119633103
2.748	-0.03210380638417182
2.752	-0.026980413565163286
2.756	-0.021310300603764154
2.76	-0.014532162031885953
2.764	-0.006511829048892803
2.768	0.002460001508008236
2.772	0.012300716752244423
2.776	0.023278273700318486
2.78	0.03545134338885453
2.784	0.04885171695187124
2.788	0.06348430562078244
2.792	0.07932714072439673
2.796	0.09633137368891731
2.8	0.11442127603794239
2.804	0.13349423939246519
2.808	0.15342077547087352
2.812	0.1740578357069803
2.816	0.19532504377352622
2.82	0.2169305465465724
2.824	0.23854235841722082
2.828	0.25984226928789855
2.832	0.2805258445723562
2.836	0.3003024251956673
2.84	0.31889512759422867
2.844	0.33604084371576026
2.848	0.35149024101930526
2.852	0.3650077624752297
2.856	0.37637162656522316
2.86	0.3853738272822981
2.864	0.39182013413079053
2.868	0.3955300921263587
2.872	0.39625432790751003
2.876	0.3936473125366521
2.88	0.38793596803870367
2.884	0.3794004997990753
2.888	0.36831582565525156
2.892	0.3549515758967915
2.896	0.3395720932653281
2.9	0.32243643295456925
2.904	0.3037983626102969
2.908	0.28390636233036726
2.912	0.26300362466471117
2.916	0.24132805461533324
2.92	0.21911226963631336
2.924	0.19658359963380478
2.928	0.1739640869660357
2.932	0.15147048644330863
2.936	0.12931426532799994
2.94	0.10770160333456114
2.944	0.08683339262951734
2.948	0.06690523783146818
2.952	0.04810745601108812
2.956	0.03062507669112524
2.96	0.014630780190011294
2.964	0.00015376455582749582
2.968	-0.012897095308180673
2.972	-0.02461349252492573
2.976	-0.035084313530694855
2.98	-0.04439563807515018
2.984	-0.052630739221328826
2.988	-0.0598700833456427
2.992	-0.06619133013787859
2.996	-0.07166933260119812
3.0	-0.07637613705213786
3.004	-0.08038098312060926
3.008	-0.08375030374989856
3.012	-0.08654772519666698
3.016	-0.08883406703095059
3.02	-0.09066734213616029
3.024	-0.09210275670908191
3.028	-0.09319271025987602
3.032	-0.09398679561207834
3.036	-0.09453179890259938
3.04	-0.0948716995817242
3.044	-0.09504767041311318
3.048	-0.09509807747380122
3.052	-0.09505848015419843
3.056	-0.09496163115808959
3.06	-0.09482546029013522
3.064	-0.09459299183458658
3.068	-0.0942760676660428
3.072	-0.09388673260027708
3.076	-0.0934179567039341
3.08	-0.09284363529452899
3.084	-0.09211858894044839
3.088	-0.09117856346094966
3.092	-0.08994022992616135
3.096	-0.08830118465708309
3.1	-0.08613994922558532
3.104	-0.0833159704544098
3.108	-0.07966962041716902
3.112	-0.07502219643834673
3.116	-0.06917592109329762
3.12	-0.06191394220824753
3.124	-0.05301030860885786
3.128	-0.042339969895948626
3.132	-0.029753325938134345
3.136	-0.01517351514178683
3.14	0.001366018332736696
3.144	0.019721524571093718
3.148	0.03963894790495642
3.152	0.060753926912011535
3.156	0.08259179441596032
3.16	0.10456757748651868
3.164	0.1259859974394173
3.168	0.14604146983640132
3.172	0.16385309345807508
3.176	0.17878126536712358
3.18	0.190158045987332
3.184	0.19745007340187382
3.188	0.20031974632072014
3.192	0.19862522408063932
3.196	0.19242042664519787
3.2	0.1819550346047597
3.204	0.16767448917648609
3.208	0.1502168854980387
3.212	0.13022068373976703
3.216	0.10850492200768613
3.22	0.08592591581711245
3.224	0.06323139336672506
3.228	0.04106049553856744
3.232	0.019943775898045857
3.236	0.0003032006939305276
3.24	-0.017547851141645088
3.244	-0.033404587993183854
3.248	-0.04717311495494908
3.252	-0.059000291122220216
3.256	-0.06938721306300644
3.26	-0.079169590286435
3.264	-0.089517412153166
3.268	-0.10193494787539298
3.272	-0.11826074651684215
3.276	-0.14066763699277335
3.28	-0.17159351440882173
3.284	-0.2083947791162446
3.288	-0.24260131152994893
3.292	-0.2647769369049153
3.296	-0.26467784336913674
3.3	-0.23125258192361833
3.304	-0.1526420664423775
3.308	-0.017182437192369282
3.312	0.17282524349205686
3.316	0.400745611471617
3.32	0.6414149830429235
3.324	0.8611898365905731
3.328	1.017946812587145
3.332	1.0622082172280436
3.336	0.977830174410718
3.34	0.7976316576574644
3.344	0.5580384482187772
3.348	0.2959159309525595
3.352	0.048569094324118656
3.356	-0.14864449420292614
3.36	-0.28452500092229005
3.364	-0.36120167334537656
3.368	-0.3847851840859017
3.372	-0.36578785044551165
3.376	-0.31912363441378233
3.38	-0.2634485256593174
3.384	-0.21135232579279334
3.388	-0.16783209672524912
3.392	-0.13538236441266738
3.396	-0.11410431724749565
3.4	-0.10170580605864621
3.404	-0.09361560117678042
3.408	-0.08689019091979305
3.412	-0.08085152950347069
3.416	-0.07477597214636056
3.42	-0.0681220263604102
3.424	-0.06053035195096729
3.428	-0.0518237610167801
3.432	-0.04200721794999707
3.436	-0.03115053247005528
3.44	-0.019136534798250115
3.444	-0.005909185210576595
3.448	0.008555941861691008
3.452	0.024253379800004693
3.456	0.04114776979854223
3.46	0.05917386086420745
3.464	0.0782365098166306
3.468	0.09821068128816751
3.472	0.11894144772390036
3.476	0.14024398938163718
3.48	0.16190359433191237
3.484	0.18368965301877183
3.488	0.2054618081903603
3.492	0.22687035656834187
3.496	0.24753299877590373
3.5	0.2670993820253619
3.504	0.2852511001181611
3.508	0.3017016934448753
3.512	0.3161966489852065
3.516	0.32851340030798626
3.52	0.3384613275711743
3.524	0.34588175752185946
3.528	0.3506479634962594
3.532	0.35266516541972037
3.536	0.3518705298067176
3.54	0.34823316976085505
3.544	0.3416900905930479
3.548	0.33220395601450925
3.552	0.32008254437445927
3.556	0.30564500115853765
3.56	0.2892010240053994
3.564	0.2710508627067144
3.568	0.2514853192071682
3.572	0.2307857476044607
3.576	0.20922405414930756
3.58	0.18706269724543922
3.584	0.16455468744960156
3.588	0.14194358747155522
3.592	0.11946351217407614
3.596	0.09733912857295551
3.6	0.07578565583699953
3.604	0.05500886528802923
3.608	0.03520508040088138
3.612	0.016561176803407518
3.616	-0.0007459809387759808
3.62	-0.016621062209645765
3.624	-0.03110345333784953
3.628	-0.04424718050629928
3.632	-0.05610791172154034
3.636	-0.06674295681375114
3.64	-0.07621126743674406
3.644	-0.08457343706796466
3.648	-0.09189170100849203
3.652	-0.09822993638303862
3.656	-0.10365366213995031
3.66	-0.10823003905120676
3.664	-0.11202786971242068
3.668	-0.11511759854283843
3.672	-0.11757131178533986
3.676	-0.11946273750643815
3.68	-0.12086724559627987
3.684	-0.12186184776864534
3.688	-0.12252519756094815
3.692	-0.12293759033423524
3.696	-0.1231779767361324
3.7	-0.12319204778273357
3.704	-0.12298663017831407
3.708	-0.12263137565057103
3.712	-0.12218172718463866
3.716	-0.1216789190230883
3.72	-0.12114997666592836
3.724	-0.12060771687060445
3.728	-0.12005074765199919
3.732	-0.11946346828243226
3.736	-0.1188160692916605
3.74	-0.11806453246687787
3.744	-0.11715063085271538
3.748	-0.11600192875124105
3.752	-0.11453178172196038
3.756	-0.11263933658181546
3.76	-0.11020953140518575
3.764	-0.10711309552388787
3.768	-0.1032065495271754
3.772	-0.09833220526173891
3.776	-0.092278738112127
3.78	-0.08443755629039046
3.784	-0.07464950748423343
3.788	-0.06294806852918322
3.792	-0.04941222490170022
3.796	-0.03416647071917711
3.8	-0.017380808739939413
3.804	0.0007292496367545809
3.808	0.019902684370714296
3.812	0.03983296678081616
3.816	0.06016805954500415
3.82	0.0805104167002893
3.824	0.10041698364275031
3.828	0.11939919712753322
3.832	0.13692298526885105
3.836	0.15240876753998456
3.84	0.16523145477328072
3.844	0.17472044916015705
3.848	0.18015964425109532
3.852	0.18078742495564526
3.856	0.175943016146354
3.86	0.16630728969716868
3.864	0.15278155964182016
3.868	0.1361499041302151
3.872	0.1171579686012657
3.876	0.09651296578288904
3.88	0.07488367569200766
3.884	0.0529004456345496
3.888	0.031155190205447825
3.892	0.010201391288640727
3.896	-0.009445901942927992
3.9	-0.027310073027309312
3.904	-0.04225710910726965
3.908	-0.05326668162622061
3.912	-0.062474978435927586
3.916	-0.07179739536038848
3.92	-0.08274987848478738
3.924	-0.09644892415549444
3.928	-0.11361157898006607
3.932	-0.13455543982724444
3.936	-0.1591986538269581
3.94	-0.18705991837032193
3.944	-0.21725848110963633
3.948	-0.24851413995838853
3.952	-0.27790462646406155
3.956	-0.2878684322471028
3.96	-0.2589309417076039
3.964	-0.17933542908382102
3.968	-0.04507252858001359
3.972	0.14011976563355566
3.976	0.36475609942062104
3.98	0.6096042295068059
3.984	0.8414518039640496
3.988	1.0050569286290343
3.992	1.061737929509031
3.996	0.998588319468669
4.0	0.8284767982299323
4.004	0.5874363147978712
4.008	0.3215776797753156
4.012	0.07191863016510275
4.016	-0.1336620359477348
4.02	-0.280579215214377
4.024	-0.36558373156728563
4.028	-0.39194132693562495
4.032	-0.3772012739093904
4.036	-0.3376345234460642
4.04	-0.2865509649056921
4.044	-0.23429942605082676
4.048	-0.1882676730466078
4.052	-0.1528824104606775
4.056	-0.12926034752432325
4.06	-0.11373874621363245
4.064	-0.10342621778064415
4.068	-0.09619016682279108
4.072	-0.090316423949936
4.076	-0.08450924578435737
4.08	-0.07789131496076085
4.084	-0.07000374012626809
4.088	-0.06080605594042954
4.092	-0.0506753459941609
4.096	-0.03972604039000488
4.1	-0.027635821437493935
4.104	-0.014348781361851248
4.108	0.0001631944220246706
4.112	0.015900427309581244
4.116	0.0328354455065864
4.12	0.05091298402915606
4.124	0.07004998470372437
4.128	0.09013559616707556
4.132	0.11103117386631034
4.136	0.13257028005888116
4.14	0.15458350156978207
4.144	0.17697612865263956
4.148	0.19940825510934712
4.152	0.22151666508934387
4.156	0.24296152248690772
4.16	0.2634263709411926
4.164	0.2826181338361924
4.168	0.300267114300776
4.172	0.3161269952086536
4.176	0.3299748391784082
